Name,PTS,FGM,FGA,PM3,PA3,AST,Game_day,Team
Zach LaVine,25,7,14,1,7,1,2022-03-09,CHI
Troy Brown Jr.,0,0,1,0,1,1,2022-03-09,CHI
Javonte Green,4,2,3,0,1,0,2022-03-09,CHI
Ayo Dosunmu,9,4,6,0,1,7,2022-03-09,CHI
Davis Bertans,0,0,6,0,5,0,2022-03-09,DAL
Dorian Finney-Smith,9,4,9,1,4,2,2022-03-09,DAL
Sterling Brown,0,0,2,0,1,0,2022-03-09,DAL
Luka Doncic,31,12,25,3,11,4,2022-03-09,DAL
Reggie Bullock,0,0,8,0,8,2,2022-03-09,DAL
Spencer Dinwiddie,13,3,8,2,4,0,2022-03-09,DAL
Dwight Powell,8,3,4,0,0,0,2022-03-09,DAL
Jalen Brunson,8,3,12,0,5,0,2022-03-09,DAL
Josh Green,2,1,2,0,1,0,2022-03-09,DAL
Maxi Kleber,2,0,7,0,4,2,2022-03-09,DAL
Trey Burke,4,1,3,0,1,1,2022-03-09,DAL
Facundo Campazzo,2,1,5,0,3,6,2022-03-09,DEN
Austin Rivers,6,2,8,2,8,3,2022-03-09,DEN
Aaron Gordon,11,4,10,0,5,3,2022-03-09,DEN
Nikola Jokic,38,15,24,0,2,7,2022-03-09,DEN
Monte Morris,20,8,11,2,3,4,2022-03-09,DEN
Davon Reed,7,3,6,1,3,2,2022-03-09,DEN
DeMarcus Cousins,5,2,3,1,2,0,2022-03-09,DEN
JaMychal Green,6,1,3,0,1,1,2022-03-09,DEN
Zeke Nnaji,0,0,1,0,0,0,2022-03-09,DEN
Bryn Forbes,11,4,11,3,8,0,2022-03-09,DEN
Alperen Sengun,21,9,20,1,3,2,2022-03-09,HOU
Kenyon Martin Jr.,17,7,12,3,6,3,2022-03-09,HOU
Dennis Schroder,12,4,8,1,3,6,2022-03-09,HOU
Jalen Green,32,13,21,4,7,3,2022-03-09,HOU
Kevin Porter Jr.,10,4,13,1,6,10,2022-03-09,HOU
Eric Gordon,15,5,9,2,5,0,2022-03-09,HOU
David Nwaba,4,0,2,0,1,0,2022-03-09,HOU
Garrison Mathews,7,2,4,2,4,0,2022-03-09,HOU
Josh Christopher,21,8,13,3,5,1,2022-03-09,HOU
Terance Mann,9,3,6,1,1,3,2022-03-09,LAC
Isaiah Hartenstein,4,1,3,0,0,1,2022-03-09,LAC
Luke Kennard,19,7,12,4,7,1,2022-03-09,LAC
Reggie Jackson,31,12,21,5,9,7,2022-03-09,LAC
Nicolas Batum,8,3,8,2,6,3,2022-03-09,LAC
Amir Coffey,7,2,8,1,5,0,2022-03-09,LAC
Ivica Zubac,10,5,13,0,0,2,2022-03-09,LAC
Marcus Morris Sr.,27,10,15,3,4,4,2022-03-09,LAC
Austin Reaves,17,4,7,3,6,2,2022-03-09,LAL
Malik Monk,20,8,13,4,8,1,2022-03-09,LAL
D.J. Augustin,16,6,9,4,7,1,2022-03-09,LAL
Avery Bradley,5,2,6,1,5,0,2022-03-09,LAL
Kent Bazemore,0,0,2,0,0,0,2022-03-09,LAL
Stanley Johnson,5,2,3,1,1,1,2022-03-09,LAL
Wenyen Gabriel,1,0,1,0,1,0,2022-03-09,LAL
LeBron James,23,9,26,1,9,12,2022-03-09,LAL
Carmelo Anthony,13,5,13,3,7,2,2022-03-09,LAL
Russell Westbrook,30,11,21,1,3,6,2022-03-09,LAL
Kyle Lowry,5,1,3,1,2,10,2022-03-09,MIA
P.J. Tucker,9,4,10,0,2,1,2022-03-09,MIA
Dewayne Dedmon,2,1,5,0,1,0,2022-03-09,MIA
Caleb Martin,2,1,5,0,0,0,2022-03-09,MIA
Haywood Highsmith,0,0,0,0,0,1,2022-03-09,MIA
Tyler Herro,17,7,20,2,9,1,2022-03-09,MIA
Duncan Robinson,22,7,15,6,11,2,2022-03-09,MIA
Omer Yurtseven,7,3,3,0,0,1,2022-03-09,MIA
Victor Oladipo,4,2,5,0,2,3,2022-03-09,MIA
Bam Adebayo,17,7,11,0,0,5,2022-03-09,MIA
Max Strus,0,0,1,0,1,1,2022-03-09,MIA
Gabe Vincent,5,2,10,1,5,2,2022-03-09,MIA
Bobby Portis,23,9,17,4,8,0,2022-03-09,MIL
DeAndre' Bembry,0,0,0,0,0,0,2022-03-09,MIL
Grayson Allen,11,4,9,3,7,3,2022-03-09,MIL
Jevon Carter,3,1,3,1,2,0,2022-03-09,MIL
Giannis Antetokounmpo,43,15,22,1,5,5,2022-03-09,MIL
Jordan Nwora,4,2,2,0,0,0,2022-03-09,MIL
Khris Middleton,23,9,17,2,6,8,2022-03-09,MIL
Wesley Matthews,4,2,6,0,3,0,2022-03-09,MIL
Jrue Holiday,11,5,17,1,4,8,2022-03-09,MIL
Serge Ibaka,2,0,1,0,0,0,2022-03-09,MIL
Jake Layman,4,2,2,0,0,0,2022-03-09,MIN
Malik Beasley,33,11,17,11,17,1,2022-03-09,MIN
Karl-Anthony Towns,13,4,5,0,0,4,2022-03-09,MIN
D'Angelo Russell,6,2,7,2,7,12,2022-03-09,MIN
Leandro Bolmaro,0,0,2,0,1,0,2022-03-09,MIN
Nathan Knight,5,1,3,0,0,2,2022-03-09,MIN
Anthony Edwards,16,7,15,2,8,3,2022-03-09,MIN
Naz Reid,12,3,3,1,1,0,2022-03-09,MIN
Jaylen Nowell,6,2,6,0,3,7,2022-03-09,MIN
Josh Okogie,5,2,5,1,3,0,2022-03-09,MIN
Taurean Prince,17,5,10,2,5,0,2022-03-09,MIN
Jaden McDaniels,12,5,8,2,4,2,2022-03-09,MIN
Jordan McLaughlin,3,1,3,1,3,3,2022-03-09,MIN
Taj Gibson,11,4,6,1,1,0,2022-03-09,NYK
Evan Fournier,10,4,9,2,6,0,2022-03-09,NYK
Julius Randle,26,8,19,3,7,5,2022-03-09,NYK
Ryan Arcidiacono,0,0,1,0,0,0,2022-03-09,NYK
Jericho Sims,5,2,2,0,0,0,2022-03-09,NYK
Alec Burks,15,4,13,3,10,5,2022-03-09,NYK
Mitchell Robinson,11,4,4,0,0,0,2022-03-09,NYK
RJ Barrett,18,7,16,0,3,4,2022-03-09,NYK
Immanuel Quickley,9,2,8,0,4,6,2022-03-09,NYK
Miles McBride,2,1,6,0,3,0,2022-03-09,NYK
R.J. Hampton,2,0,2,0,0,2,2022-03-09,ORL
Chuma Okeke,9,2,6,1,5,2,2022-03-09,ORL
Moritz Wagner,9,3,4,0,0,3,2022-03-09,ORL
Gary Harris,16,5,10,4,6,1,2022-03-09,ORL
Terrence Ross,14,5,13,2,9,4,2022-03-09,ORL
Mo Bamba,9,3,5,3,4,0,2022-03-09,ORL
Wendell Carter Jr.,13,6,11,0,1,5,2022-03-09,ORL
Cole Anthony,19,6,9,3,6,5,2022-03-09,ORL
Franz Wagner,15,6,13,1,4,1,2022-03-09,ORL
Jalen Suggs,2,0,3,0,2,2,2022-03-09,ORL
Bismack Biyombo,2,1,1,0,0,0,2022-03-09,PHX
Devin Booker,23,7,12,4,7,9,2022-03-09,PHX
Mikal Bridges,21,9,13,0,3,3,2022-03-09,PHX
Aaron Holiday,5,2,7,1,3,1,2022-03-09,PHX
Elfrid Payton,0,0,1,0,0,0,2022-03-09,PHX
Deandre Ayton,19,9,10,0,0,1,2022-03-09,PHX
Ish Wainright,0,0,1,0,1,0,2022-03-09,PHX
JaVale McGee,11,5,13,0,0,0,2022-03-09,PHX
Jae Crowder,11,5,16,1,7,0,2022-03-09,PHX
Cameron Payne,11,4,13,3,8,10,2022-03-09,PHX
Landry Shamet,8,3,9,2,6,1,2022-03-09,PHX
Torrey Craig,0,0,3,0,2,1,2022-03-09,PHX
Ben McLemore,9,4,11,1,8,0,2022-03-09,POR
Trendon Watford,22,6,14,1,4,0,2022-03-09,POR
Keon Johnson,15,6,13,3,6,5,2022-03-09,POR
Greg Brown III,4,1,5,1,1,3,2022-03-09,POR
Brandon Williams,9,3,13,0,3,1,2022-03-09,POR
CJ Elleby,10,3,6,2,2,2,2022-03-09,POR
Josh Hart,5,2,11,0,6,3,2022-03-09,POR
Drew Eubanks,4,2,7,0,0,0,2022-03-09,POR
Keljin Blevins,7,2,5,1,4,3,2022-03-09,POR
Elijah Hughes,0,0,4,0,2,2,2022-03-09,POR
Davion Mitchell,8,3,6,2,5,4,2022-03-09,SAC
Harrison Barnes,17,5,11,3,7,5,2022-03-09,SAC
Alex Len,4,2,5,0,1,0,2022-03-09,SAC
Trey Lyles,14,6,12,1,5,1,2022-03-09,SAC
De'Aaron Fox,32,12,23,4,6,10,2022-03-09,SAC
Justin Holiday,8,3,8,1,4,2,2022-03-09,SAC
Chimezie Metu,9,4,6,1,2,0,2022-03-09,SAC
Donte DiVincenzo,0,0,5,0,3,0,2022-03-09,SAC
Damian Jones,8,3,9,0,1,2,2022-03-09,SAC
Joe Wieskamp,0,0,1,0,0,0,2022-03-09,SAS
Keldon Johnson,27,10,19,3,9,1,2022-03-09,SAS
Jock Landale,2,1,1,0,0,0,2022-03-09,SAS
Josh Richardson,3,1,2,1,1,2,2022-03-09,SAS
Doug McDermott,7,2,7,1,6,0,2022-03-09,SAS
Dejounte Murray,25,9,17,1,3,12,2022-03-09,SAS
Jakob Poeltl,11,5,8,0,0,2,2022-03-09,SAS
Lonnie Walker IV,13,5,12,2,6,2,2022-03-09,SAS
Devin Vassell,8,3,9,1,5,1,2022-03-09,SAS
