,Name,PTS,FGM,FGA,PM3,PA3,AST,Team,Division,Conference,eFG,PM2
17111,CJ Elleby,0,0,2,0,2,0,POR,northwest,west,0.0,0
17112,Ben McLemore,3,1,3,1,3,0,POR,northwest,west,50.0,0
17113,Tony Snell,0,0,0,0,0,1,POR,northwest,west,,0
17114,Jusuf Nurkic,15,6,6,0,0,1,POR,northwest,west,100.0,6
17115,CJ McCollum,7,3,15,1,10,5,POR,northwest,west,23.333333333333332,2
17116,Robert Covington,19,7,12,5,10,0,POR,northwest,west,79.16666666666667,2
17117,Jusuf Nurkic,10,4,8,0,1,3,POR,northwest,west,50.0,4
17118,CJ McCollum,27,11,19,5,9,6,POR,northwest,west,71.05263157894737,6
17119,Anfernee Simons,16,6,10,4,6,1,POR,northwest,west,80.0,2
17120,Nassir Little,7,2,3,0,1,0,POR,northwest,west,66.66666666666667,2
17121,Norman Powell,25,8,14,3,4,2,POR,northwest,west,67.85714285714286,5
17122,Damian Lillard,4,2,13,0,6,11,POR,northwest,west,15.384615384615385,2
17123,Cody Zeller,0,0,0,0,0,1,POR,northwest,west,,0
17124,Larry Nance Jr.,2,0,1,0,0,3,POR,northwest,west,0.0,0
17125,Tony Snell,0,0,2,0,2,0,POR,northwest,west,0.0,0
17126,Robert Covington,6,2,3,2,3,2,POR,northwest,west,100.0,0
17127,CJ McCollum,21,7,19,4,9,6,POR,northwest,west,47.36842105263158,3
17128,Cody Zeller,7,3,4,0,0,1,POR,northwest,west,75.0,3
17129,Damian Lillard,26,10,27,3,12,8,POR,northwest,west,42.592592592592595,7
17130,Larry Nance Jr.,0,0,1,0,1,2,POR,northwest,west,0.0,0
17131,Nassir Little,0,0,1,0,1,0,POR,northwest,west,0.0,0
17132,Jusuf Nurkic,6,3,7,0,0,2,POR,northwest,west,42.857142857142854,3
17133,Norman Powell,23,9,16,3,6,2,POR,northwest,west,65.625,6
17134,Tony Snell,0,0,1,0,1,0,POR,northwest,west,0.0,0
17135,Anfernee Simons,15,6,11,1,4,1,POR,northwest,west,59.09090909090909,5
17136,Cody Zeller,0,0,1,0,0,0,POR,northwest,west,0.0,0
17137,Norman Powell,22,8,12,1,3,0,POR,northwest,west,70.83333333333333,7
17138,Anfernee Simons,17,7,12,3,7,3,POR,northwest,west,70.83333333333333,4
17139,Nassir Little,4,2,5,0,2,1,POR,northwest,west,40.0,2
17140,Jusuf Nurkic,7,3,5,0,0,3,POR,northwest,west,60.0,3
17141,Robert Covington,0,0,0,0,0,1,POR,northwest,west,,0
17142,Larry Nance Jr.,7,3,7,1,3,0,POR,northwest,west,50.0,2
17143,Damian Lillard,20,7,20,2,9,10,POR,northwest,west,40.0,5
17144,Tony Snell,6,2,2,2,2,0,POR,northwest,west,150.0,0
17145,CJ McCollum,20,8,20,3,8,3,POR,northwest,west,47.5,5
17146,Jusuf Nurkic,13,5,9,0,2,1,POR,northwest,west,55.55555555555556,5
17147,Norman Powell,14,6,15,2,9,5,POR,northwest,west,46.666666666666664,4
17148,Greg Brown III,0,0,1,0,0,0,POR,northwest,west,0.0,0
17149,CJ Elleby,0,0,0,0,0,0,POR,northwest,west,,0
17150,Robert Covington,6,2,6,2,6,0,POR,northwest,west,50.0,0
17151,Anfernee Simons,19,6,9,5,8,1,POR,northwest,west,94.44444444444444,1
17152,Damian Lillard,14,5,20,2,14,12,POR,northwest,west,30.0,3
17153,CJ McCollum,25,10,24,4,11,8,POR,northwest,west,50.0,6
17154,Cody Zeller,6,3,5,0,1,2,POR,northwest,west,60.0,3
17155,Larry Nance Jr.,8,4,5,0,0,1,POR,northwest,west,80.0,4
17156,Dennis Smith Jr.,0,0,0,0,0,0,POR,northwest,west,,0
17157,Nassir Little,8,2,3,2,3,0,POR,northwest,west,100.0,0
17158,CJ Elleby,5,2,2,1,1,0,POR,northwest,west,125.0,1
17159,Damian Lillard,25,9,17,5,7,6,POR,northwest,west,67.6470588235294,4
17160,CJ McCollum,14,6,18,2,7,1,POR,northwest,west,38.888888888888886,4
17161,Larry Nance Jr.,3,1,2,0,0,2,POR,northwest,west,50.0,1
17162,Jusuf Nurkic,14,6,14,0,1,3,POR,northwest,west,42.857142857142854,6
17163,Norman Powell,12,4,10,4,6,1,POR,northwest,west,60.0,0
17164,Nassir Little,8,2,7,2,3,1,POR,northwest,west,42.857142857142854,0
17165,Cody Zeller,9,3,7,0,2,2,POR,northwest,west,42.857142857142854,3
17166,Greg Brown III,2,1,1,0,0,1,POR,northwest,west,100.0,1
17167,Dennis Smith Jr.,5,2,3,1,1,0,POR,northwest,west,83.33333333333333,1
17168,Robert Covington,9,3,6,3,6,0,POR,northwest,west,75.0,0
17169,Anfernee Simons,5,2,11,1,7,4,POR,northwest,west,22.727272727272727,1
17170,Dennis Smith Jr.,5,1,2,1,1,5,POR,northwest,west,75.0,0
17171,Damian Lillard,20,6,22,4,11,10,POR,northwest,west,36.36363636363637,2
17172,CJ Elleby,0,0,1,0,1,0,POR,northwest,west,0.0,0
17173,Cody Zeller,10,3,4,0,0,1,POR,northwest,west,75.0,3
17174,Robert Covington,3,1,4,1,4,0,POR,northwest,west,37.5,0
17175,CJ McCollum,25,8,21,4,9,2,POR,northwest,west,47.61904761904762,4
17176,Greg Brown III,2,1,2,0,0,1,POR,northwest,west,50.0,1
17177,Jusuf Nurkic,17,6,8,0,1,0,POR,northwest,west,75.0,6
17178,Larry Nance Jr.,8,4,6,0,1,1,POR,northwest,west,66.66666666666667,4
17179,Anfernee Simons,17,6,10,5,7,2,POR,northwest,west,85.0,1
17180,Nassir Little,9,3,4,0,1,0,POR,northwest,west,75.0,3
17181,CJ Elleby,0,0,0,0,0,0,POR,northwest,west,,0
17182,Nassir Little,10,4,7,2,4,1,POR,northwest,west,71.42857142857143,2
17183,CJ McCollum,20,7,16,4,11,4,POR,northwest,west,56.25,3
17184,Damian Lillard,12,4,15,0,8,3,POR,northwest,west,26.666666666666668,4
17185,Jusuf Nurkic,4,2,6,0,0,1,POR,northwest,west,33.333333333333336,2
17186,Robert Covington,0,0,3,0,2,1,POR,northwest,west,0.0,0
17187,Larry Nance Jr.,5,2,6,1,3,0,POR,northwest,west,41.666666666666664,1
17188,Anfernee Simons,12,5,13,1,6,1,POR,northwest,west,42.30769230769231,4
17189,Ben McLemore,4,1,4,0,3,0,POR,northwest,west,25.0,1
17190,Cody Zeller,8,2,4,0,0,0,POR,northwest,west,50.0,2
17191,Greg Brown III,4,2,4,0,0,1,POR,northwest,west,50.0,2
17192,Dennis Smith Jr.,7,3,7,0,0,3,POR,northwest,west,42.857142857142854,3
17193,Norman Powell,16,6,8,2,4,0,POR,northwest,west,87.5,4
17194,Robert Covington,6,2,4,2,4,0,POR,northwest,west,75.0,0
17195,Dennis Smith Jr.,2,1,1,0,0,5,POR,northwest,west,100.0,1
17196,Ben McLemore,6,2,4,2,4,1,POR,northwest,west,75.0,0
17197,Nassir Little,11,5,10,1,4,2,POR,northwest,west,55.0,4
17198,Damian Lillard,19,6,11,2,7,8,POR,northwest,west,63.63636363636363,4
17199,Larry Nance Jr.,8,3,3,2,2,0,POR,northwest,west,133.33333333333334,1
17200,Jusuf Nurkic,9,4,7,0,2,3,POR,northwest,west,57.142857142857146,4
17201,Cody Zeller,5,2,2,0,0,1,POR,northwest,west,100.0,2
17202,Anfernee Simons,18,7,14,4,8,1,POR,northwest,west,64.28571428571429,3
17203,CJ Elleby,2,1,5,0,1,1,POR,northwest,west,20.0,1
17204,Greg Brown III,4,2,6,0,3,1,POR,northwest,west,33.333333333333336,2
17205,CJ McCollum,28,10,19,6,11,1,POR,northwest,west,68.42105263157895,4
17206,Nassir Little,7,3,5,1,1,0,POR,northwest,west,70.0,2
17207,CJ McCollum,34,14,24,6,11,5,POR,northwest,west,70.83333333333333,8
17208,Damian Lillard,20,8,24,0,9,11,POR,northwest,west,33.333333333333336,8
17209,Larry Nance Jr.,2,1,3,0,1,2,POR,northwest,west,33.333333333333336,1
17210,Cody Zeller,5,2,3,0,0,1,POR,northwest,west,66.66666666666667,2
17211,Norman Powell,14,3,9,1,3,0,POR,northwest,west,38.888888888888886,2
17212,Anfernee Simons,11,5,6,1,2,4,POR,northwest,west,91.66666666666667,4
17213,Jusuf Nurkic,20,6,10,1,1,2,POR,northwest,west,65.0,5
17214,Robert Covington,8,3,9,2,7,0,POR,northwest,west,44.44444444444444,1
17215,Jusuf Nurkic,14,6,19,0,0,2,POR,northwest,west,31.57894736842105,6
17216,Anfernee Simons,19,7,15,1,6,4,POR,northwest,west,50.0,6
17217,Greg Brown III,7,3,6,0,2,0,POR,northwest,west,50.0,3
17218,Ben McLemore,0,0,7,0,5,0,POR,northwest,west,0.0,0
17219,CJ Elleby,7,3,8,1,2,2,POR,northwest,west,43.75,2
17220,Trendon Watford,8,4,5,0,1,0,POR,northwest,west,80.0,4
17221,CJ McCollum,19,9,24,1,9,4,POR,northwest,west,39.583333333333336,8
17222,Dennis Smith Jr.,6,3,7,0,0,3,POR,northwest,west,42.857142857142854,3
17223,Tony Snell,13,5,10,3,8,3,POR,northwest,west,65.0,2
17224,Justise Winslow,6,3,5,0,1,1,POR,northwest,west,60.0,3
17225,Anfernee Simons,19,7,17,5,13,3,POR,northwest,west,55.88235294117647,2
17226,Keljin Blevins,2,1,2,0,0,1,POR,northwest,west,50.0,1
17227,Trendon Watford,7,3,3,0,0,2,POR,northwest,west,100.0,3
17228,Greg Brown III,10,4,7,1,2,0,POR,northwest,west,64.28571428571429,3
17229,CJ Elleby,2,1,5,0,3,1,POR,northwest,west,20.0,1
17230,Dennis Smith Jr.,6,2,3,0,0,6,POR,northwest,west,66.66666666666667,2
17231,Ben McLemore,19,5,13,4,12,2,POR,northwest,west,53.84615384615385,1
17232,Jusuf Nurkic,11,5,6,0,0,3,POR,northwest,west,83.33333333333333,5
17233,CJ McCollum,17,7,18,1,8,6,POR,northwest,west,41.666666666666664,6
17234,Tony Snell,9,3,6,3,6,0,POR,northwest,west,75.0,0
17235,Justise Winslow,12,5,12,2,7,3,POR,northwest,west,50.0,3
17236,Jusuf Nurkic,14,4,16,0,3,4,POR,northwest,west,25.0,4
17237,Dennis Smith Jr.,3,0,4,0,0,2,POR,northwest,west,0.0,0
17238,Anfernee Simons,19,7,17,3,9,5,POR,northwest,west,50.0,4
17239,Ben McLemore,13,5,11,3,8,2,POR,northwest,west,59.09090909090909,2
17240,Trendon Watford,8,3,8,0,2,0,POR,northwest,west,37.5,3
17241,Greg Brown III,15,4,13,2,7,1,POR,northwest,west,38.46153846153846,2
17242,Keljin Blevins,0,0,0,0,0,0,POR,northwest,west,,0
17243,CJ Elleby,11,4,10,1,2,4,POR,northwest,west,45.0,3
17244,CJ Elleby,8,4,11,0,1,4,POR,northwest,west,36.36363636363637,4
17245,Keljin Blevins,8,3,7,2,4,0,POR,northwest,west,57.142857142857146,1
17246,Dennis Smith Jr.,7,3,5,0,0,11,POR,northwest,west,60.0,3
17247,Anfernee Simons,29,11,23,5,11,5,POR,northwest,west,58.69565217391305,6
17248,Justise Winslow,11,5,11,0,4,3,POR,northwest,west,45.45454545454545,5
17249,Jusuf Nurkic,19,8,11,0,0,3,POR,northwest,west,72.72727272727273,8
17250,Ben McLemore,8,3,13,2,11,0,POR,northwest,west,30.76923076923077,1
17251,Trendon Watford,6,2,3,0,0,0,POR,northwest,west,66.66666666666667,2
17252,Greg Brown III,11,3,5,1,1,0,POR,northwest,west,70.0,2
17253,Jusuf Nurkic,12,5,10,0,0,6,POR,northwest,west,50.0,5
17254,Justise Winslow,14,5,10,1,2,6,POR,northwest,west,55.0,4
17255,Trendon Watford,4,1,1,0,0,3,POR,northwest,west,100.0,1
17256,Greg Brown III,2,1,4,0,2,1,POR,northwest,west,25.0,1
17257,Anfernee Simons,30,11,23,6,12,8,POR,northwest,west,60.869565217391305,5
17258,CJ Elleby,5,2,6,1,4,1,POR,northwest,west,41.666666666666664,1
17259,Ben McLemore,17,6,12,3,9,2,POR,northwest,west,62.5,3
17260,Josh Hart,23,7,12,3,6,2,POR,northwest,west,70.83333333333333,4
17261,Elijah Hughes,5,2,6,1,5,0,POR,northwest,west,41.666666666666664,1
17262,Anfernee Simons,31,12,24,7,16,6,POR,northwest,west,64.58333333333333,5
17263,CJ Elleby,10,3,7,1,3,4,POR,northwest,west,50.0,2
17264,Justise Winslow,13,6,12,1,4,4,POR,northwest,west,54.166666666666664,5
17265,Jusuf Nurkic,23,7,16,2,2,4,POR,northwest,west,50.0,5
17266,Trendon Watford,9,4,7,1,1,5,POR,northwest,west,64.28571428571429,3
17267,Greg Brown III,2,1,3,0,0,0,POR,northwest,west,33.333333333333336,1
17268,Elijah Hughes,2,1,7,0,3,0,POR,northwest,west,14.285714285714286,1
17269,Josh Hart,27,10,16,5,9,5,POR,northwest,west,78.125,5
17270,Ben McLemore,5,1,7,1,5,2,POR,northwest,west,21.428571428571427,0
17271,Anfernee Simons,31,11,18,5,10,6,POR,northwest,west,75.0,6
17272,CJ Elleby,1,0,6,0,3,0,POR,northwest,west,0.0,0
17273,Trendon Watford,3,1,1,0,0,0,POR,northwest,west,100.0,1
17274,Elijah Hughes,0,0,4,0,3,3,POR,northwest,west,0.0,0
17275,Josh Hart,22,7,12,3,6,6,POR,northwest,west,70.83333333333333,4
17276,Ben McLemore,14,6,10,2,5,1,POR,northwest,west,70.0,4
17277,Greg Brown III,4,1,4,0,0,0,POR,northwest,west,25.0,1
17278,Justise Winslow,16,5,13,2,3,3,POR,northwest,west,46.15384615384615,3
17279,Jusuf Nurkic,32,12,17,1,2,4,POR,northwest,west,73.52941176470588,11
17280,Justise Winslow,14,5,11,2,3,2,POR,northwest,west,54.54545454545455,3
17281,Josh Hart,12,5,11,0,5,4,POR,northwest,west,45.45454545454545,5
17282,Anfernee Simons,24,7,14,4,7,3,POR,northwest,west,64.28571428571429,3
17283,Drew Eubanks,2,1,2,0,0,0,POR,northwest,west,50.0,1
17284,CJ Elleby,5,1,5,0,3,2,POR,northwest,west,20.0,1
17285,Elijah Hughes,5,2,4,1,3,0,POR,northwest,west,62.5,1
17286,Keon Johnson,4,1,4,0,1,0,POR,northwest,west,25.0,1
17287,Keljin Blevins,0,0,1,0,1,0,POR,northwest,west,0.0,0
17288,Ben McLemore,0,0,6,0,6,2,POR,northwest,west,0.0,0
17289,Brandon Williams,12,4,9,1,3,0,POR,northwest,west,50.0,3
17290,Greg Brown III,8,3,6,1,3,1,POR,northwest,west,58.333333333333336,2
17291,Trendon Watford,9,2,5,0,0,2,POR,northwest,west,40.0,2
17292,Trendon Watford,6,2,5,0,0,0,POR,northwest,west,40.0,2
17293,Greg Brown III,9,3,6,0,2,1,POR,northwest,west,50.0,3
17294,Anfernee Simons,16,5,18,1,9,4,POR,northwest,west,30.555555555555557,4
17295,Josh Hart,11,5,12,0,5,4,POR,northwest,west,41.666666666666664,5
17296,Ben McLemore,6,2,7,2,6,2,POR,northwest,west,42.857142857142854,0
17297,Keon Johnson,4,2,10,0,2,1,POR,northwest,west,20.0,2
17298,Brandon Williams,12,2,7,2,5,7,POR,northwest,west,42.857142857142854,0
17299,Elijah Hughes,5,2,5,1,3,1,POR,northwest,west,50.0,1
17300,Keljin Blevins,2,1,3,0,1,0,POR,northwest,west,33.333333333333336,1
17301,CJ Elleby,8,4,9,0,3,0,POR,northwest,west,44.44444444444444,4
17302,Drew Eubanks,13,6,9,0,0,2,POR,northwest,west,66.66666666666667,6
17303,Ben McLemore,8,3,7,2,6,1,POR,northwest,west,57.142857142857146,1
17304,CJ Elleby,10,2,6,0,3,1,POR,northwest,west,33.333333333333336,2
17305,Keljin Blevins,5,2,3,1,2,0,POR,northwest,west,83.33333333333333,1
17306,Keon Johnson,0,0,6,0,2,2,POR,northwest,west,0.0,0
17307,Trendon Watford,13,5,12,2,2,6,POR,northwest,west,50.0,3
17308,Josh Hart,10,2,9,1,5,4,POR,northwest,west,27.77777777777778,1
17309,Anfernee Simons,11,4,10,3,4,6,POR,northwest,west,55.0,1
17310,Drew Eubanks,13,5,6,0,0,0,POR,northwest,west,83.33333333333333,5
17311,Elijah Hughes,3,1,8,1,6,0,POR,northwest,west,18.75,0
17312,Brandon Williams,14,5,8,1,1,1,POR,northwest,west,68.75,4
17313,Greg Brown III,3,1,3,0,0,1,POR,northwest,west,33.333333333333336,1
17314,Drew Eubanks,13,6,7,0,0,2,POR,northwest,west,85.71428571428571,6
17315,Trendon Watford,12,3,8,0,2,4,POR,northwest,west,37.5,3
17316,Brandon Williams,21,9,14,2,5,1,POR,northwest,west,71.42857142857143,7
17317,Keljin Blevins,0,0,3,0,3,5,POR,northwest,west,0.0,0
17318,Anfernee Simons,38,11,25,9,17,3,POR,northwest,west,62.0,2
17319,Ben McLemore,13,2,8,2,5,1,POR,northwest,west,37.5,0
17320,Keon Johnson,15,5,9,3,5,5,POR,northwest,west,72.22222222222223,2
17321,CJ Elleby,9,4,11,0,1,3,POR,northwest,west,36.36363636363637,4
17322,Ben McLemore,3,0,2,0,2,0,POR,northwest,west,0.0,0
17323,Josh Hart,6,2,12,1,6,4,POR,northwest,west,20.833333333333332,1
17324,Drew Eubanks,2,1,6,0,0,0,POR,northwest,west,16.666666666666668,1
17325,CJ Elleby,5,2,6,0,0,0,POR,northwest,west,33.333333333333336,2
17326,Keljin Blevins,11,4,6,2,4,0,POR,northwest,west,83.33333333333333,2
17327,Elijah Hughes,1,0,4,0,2,0,POR,northwest,west,0.0,0
17328,Keon Johnson,14,3,14,1,4,1,POR,northwest,west,25.0,2
17329,Trendon Watford,11,4,8,1,1,3,POR,northwest,west,56.25,3
17330,Greg Brown III,1,0,7,0,2,1,POR,northwest,west,0.0,0
17331,Brandon Williams,27,7,18,2,7,2,POR,northwest,west,44.44444444444444,5
17332,Ben McLemore,9,4,11,1,8,0,POR,northwest,west,40.90909090909091,3
17333,Trendon Watford,22,6,14,1,4,0,POR,northwest,west,46.42857142857143,5
17334,Keon Johnson,15,6,13,3,6,5,POR,northwest,west,57.69230769230769,3
17335,Greg Brown III,4,1,5,1,1,3,POR,northwest,west,30.0,0
17336,Brandon Williams,9,3,13,0,3,1,POR,northwest,west,23.076923076923077,3
17337,CJ Elleby,10,3,6,2,2,2,POR,northwest,west,66.66666666666667,1
17338,Josh Hart,5,2,11,0,6,3,POR,northwest,west,18.181818181818183,2
17339,Drew Eubanks,4,2,7,0,0,0,POR,northwest,west,28.571428571428573,2
17340,Keljin Blevins,7,2,5,1,4,3,POR,northwest,west,50.0,1
17341,Elijah Hughes,0,0,4,0,2,2,POR,northwest,west,0.0,0
17342,Keon Johnson,6,2,5,2,3,2,POR,northwest,west,60.0,0
17343,Greg Brown III,9,3,6,1,2,0,POR,northwest,west,58.333333333333336,2
17344,Brandon Williams,10,4,15,1,5,4,POR,northwest,west,30.0,3
17345,Ben McLemore,1,0,7,0,5,1,POR,northwest,west,0.0,0
17346,Josh Hart,44,15,21,6,9,6,POR,northwest,west,85.71428571428571,9
17347,Elijah Hughes,0,0,0,0,0,0,POR,northwest,west,,0
17348,Trendon Watford,27,11,16,0,2,3,POR,northwest,west,68.75,11
17349,Drew Eubanks,20,9,14,0,1,3,POR,northwest,west,64.28571428571429,9
17350,CJ Elleby,10,4,9,1,3,2,POR,northwest,west,50.0,3
17351,Kris Dunn,2,1,6,0,1,3,POR,northwest,west,16.666666666666668,1
17352,Josh Hart,31,11,21,4,7,4,POR,northwest,west,61.904761904761905,7
17353,Greg Brown III,2,1,1,0,0,2,POR,northwest,west,100.0,1
17354,Trendon Watford,22,9,19,2,4,2,POR,northwest,west,52.63157894736842,7
17355,Drew Eubanks,16,7,10,0,1,2,POR,northwest,west,70.0,7
17356,CJ Elleby,6,1,2,0,1,5,POR,northwest,west,50.0,1
17357,Elijah Hughes,8,3,4,2,3,0,POR,northwest,west,100.0,1
17358,Brandon Williams,20,8,17,2,6,6,POR,northwest,west,52.94117647058823,6
17359,Keon Johnson,6,3,8,0,1,1,POR,northwest,west,37.5,3
17360,Elijah Hughes,3,1,3,1,3,0,POR,northwest,west,50.0,0
17361,Justise Winslow,7,3,10,1,6,2,POR,northwest,west,35.0,2
17362,Kris Dunn,13,6,9,1,1,7,POR,northwest,west,72.22222222222223,5
17363,Josh Hart,17,6,15,2,6,3,POR,northwest,west,46.666666666666664,4
17364,Keon Johnson,7,3,5,1,2,2,POR,northwest,west,70.0,2
17365,Trendon Watford,11,4,11,0,3,5,POR,northwest,west,36.36363636363637,4
17366,Greg Brown III,2,1,3,0,1,0,POR,northwest,west,33.333333333333336,1
17367,Brandon Williams,14,6,15,2,6,2,POR,northwest,west,46.666666666666664,4
17368,Keljin Blevins,0,0,2,0,1,0,POR,northwest,west,0.0,0
17369,CJ Elleby,8,3,5,1,2,0,POR,northwest,west,70.0,2
17370,Drew Eubanks,10,5,8,0,0,5,POR,northwest,west,62.5,5
17371,Ben McLemore,6,2,5,2,3,0,POR,northwest,west,60.0,0
17372,Justise Winslow,15,7,15,1,3,5,POR,northwest,west,50.0,6
17373,Kris Dunn,6,2,4,0,1,4,POR,northwest,west,50.0,2
17374,Josh Hart,25,9,18,3,8,7,POR,northwest,west,58.333333333333336,6
17375,Drew Eubanks,18,8,10,0,0,3,POR,northwest,west,80.0,8
17376,CJ Elleby,10,4,9,1,2,2,POR,northwest,west,50.0,3
17377,Brandon Williams,24,10,19,3,7,5,POR,northwest,west,60.526315789473685,7
17378,Trendon Watford,8,3,8,0,2,1,POR,northwest,west,37.5,3
17379,Ben McLemore,17,5,13,5,12,2,POR,northwest,west,57.69230769230769,0
17380,CJ Elleby,2,1,3,0,1,0,POR,northwest,west,33.333333333333336,1
17381,Keljin Blevins,0,0,0,0,0,1,POR,northwest,west,,0
17382,Elijah Hughes,0,0,2,0,1,1,POR,northwest,west,0.0,0
17383,Brandon Williams,10,2,10,2,9,2,POR,northwest,west,30.0,0
17384,Trendon Watford,17,7,13,2,3,3,POR,northwest,west,61.53846153846154,5
17385,Josh Hart,26,11,13,3,5,4,POR,northwest,west,96.15384615384616,8
17386,Ben McLemore,11,4,14,1,9,0,POR,northwest,west,32.142857142857146,3
17387,Kris Dunn,11,5,7,0,0,9,POR,northwest,west,71.42857142857143,5
17388,Drew Eubanks,12,5,9,0,1,0,POR,northwest,west,55.55555555555556,5
17389,Greg Brown III,4,2,6,0,1,2,POR,northwest,west,33.333333333333336,2
17390,Keon Johnson,5,1,4,1,3,1,POR,northwest,west,37.5,0
17391,Ben McLemore,21,7,16,5,12,2,POR,northwest,west,59.375,2
17392,Trendon Watford,13,5,9,0,0,4,POR,northwest,west,55.55555555555556,5
17393,CJ Elleby,16,5,7,2,3,2,POR,northwest,west,85.71428571428571,3
17394,Brandon Williams,23,6,17,0,3,3,POR,northwest,west,35.294117647058826,6
17395,Keon Johnson,1,0,4,0,3,1,POR,northwest,west,0.0,0
17396,Greg Brown III,8,2,2,0,0,0,POR,northwest,west,100.0,2
17397,Drew Eubanks,17,5,8,0,1,2,POR,northwest,west,62.5,5
17398,Kris Dunn,3,1,8,0,1,5,POR,northwest,west,12.5,1
17399,Elijah Hughes,7,3,5,1,3,0,POR,northwest,west,70.0,2
17400,Justise Winslow,10,3,12,0,2,3,POR,northwest,west,25.0,3
17401,Trendon Watford,10,4,10,0,2,2,POR,northwest,west,40.0,4
17402,Keon Johnson,8,4,13,0,2,2,POR,northwest,west,30.76923076923077,4
17403,Greg Brown III,7,2,8,0,1,2,POR,northwest,west,25.0,2
17404,Elijah Hughes,10,4,7,2,4,1,POR,northwest,west,71.42857142857143,2
17405,Kris Dunn,9,4,9,0,0,3,POR,northwest,west,44.44444444444444,4
17406,CJ Elleby,2,0,4,0,2,1,POR,northwest,west,0.0,0
17407,Ben McLemore,23,7,9,3,4,0,POR,northwest,west,94.44444444444444,4
17408,Justise Winslow,0,0,5,0,2,0,POR,northwest,west,0.0,0
17409,Keljin Blevins,0,0,3,0,1,0,POR,northwest,west,0.0,0
17410,Brandon Williams,7,3,13,0,5,3,POR,northwest,west,23.076923076923077,3
17411,Drew Eubanks,20,8,13,2,3,4,POR,northwest,west,69.23076923076923,6
17412,Ben McLemore,15,5,11,2,7,0,POR,northwest,west,54.54545454545455,3
17413,Kris Dunn,12,3,5,0,0,7,POR,northwest,west,60.0,3
17414,Keljin Blevins,1,0,2,0,2,3,POR,northwest,west,0.0,0
17415,Greg Brown III,8,4,8,0,2,3,POR,northwest,west,50.0,4
17416,Trendon Watford,19,8,13,0,0,6,POR,northwest,west,61.53846153846154,8
17417,Drew Eubanks,18,9,12,0,0,1,POR,northwest,west,75.0,9
17418,CJ Elleby,14,6,10,1,2,3,POR,northwest,west,65.0,5
17419,Elijah Hughes,7,3,7,0,1,2,POR,northwest,west,42.857142857142854,3
17420,Brandon Williams,2,1,10,0,5,2,POR,northwest,west,10.0,1
17421,Keon Johnson,10,4,7,0,1,1,POR,northwest,west,57.142857142857146,4
17422,Ben McLemore,11,3,6,2,4,0,POR,northwest,west,66.66666666666667,1
17423,CJ Elleby,8,3,10,2,6,2,POR,northwest,west,40.0,1
17424,Keljin Blevins,6,2,12,2,5,1,POR,northwest,west,25.0,0
17425,Drew Eubanks,14,5,10,0,1,2,POR,northwest,west,50.0,5
17426,Keon Johnson,14,5,15,4,9,0,POR,northwest,west,46.666666666666664,1
17427,Kris Dunn,8,3,6,0,1,3,POR,northwest,west,50.0,3
17428,Trendon Watford,15,7,11,0,2,5,POR,northwest,west,63.63636363636363,7
17429,Elijah Hughes,3,1,5,1,5,0,POR,northwest,west,30.0,0
17430,Greg Brown III,4,2,3,0,1,0,POR,northwest,west,66.66666666666667,2
17431,Brandon Williams,15,6,15,1,6,8,POR,northwest,west,43.333333333333336,5
17432,Keon Johnson,17,7,19,3,9,2,POR,northwest,west,44.73684210526316,4
17433,Brandon Williams,25,8,20,5,8,12,POR,northwest,west,52.5,3
17434,CJ Elleby,9,3,11,1,3,5,POR,northwest,west,31.818181818181817,2
17435,Kris Dunn,10,5,7,0,0,2,POR,northwest,west,71.42857142857143,5
17436,Keljin Blevins,10,4,10,2,7,0,POR,northwest,west,50.0,2
17437,Elijah Hughes,5,2,9,1,5,3,POR,northwest,west,27.77777777777778,1
17438,Ben McLemore,28,10,22,8,18,1,POR,northwest,west,63.63636363636363,2
17439,Drew Eubanks,27,12,14,0,0,3,POR,northwest,west,85.71428571428571,12
17440,Ben McLemore,16,5,12,3,10,1,POR,northwest,west,54.166666666666664,2
17441,Drew Eubanks,21,10,12,1,2,1,POR,northwest,west,87.5,9
17442,Didi Louzada,5,2,6,1,5,0,POR,northwest,west,41.666666666666664,1
17443,Keljin Blevins,6,2,6,2,4,0,POR,northwest,west,50.0,0
17444,Brandon Williams,10,4,10,2,6,10,POR,northwest,west,50.0,2
17445,Keon Johnson,7,2,5,1,2,4,POR,northwest,west,50.0,1
17446,Reggie Perry,15,6,11,0,2,0,POR,northwest,west,54.54545454545455,6
17447,Kris Dunn,9,4,9,0,0,8,POR,northwest,west,44.44444444444444,4
17448,CJ Elleby,9,1,9,1,6,3,POR,northwest,west,16.666666666666668,0
17449,Greg Brown III,9,3,5,3,5,3,POR,northwest,west,90.0,0
17450,Drew Eubanks,13,5,11,0,1,3,POR,northwest,west,45.45454545454545,5
17451,Reggie Perry,11,5,9,1,2,0,POR,northwest,west,61.111111111111114,4
17452,Didi Louzada,3,1,2,1,1,2,POR,northwest,west,75.0,0
17453,Keljin Blevins,10,4,9,2,6,1,POR,northwest,west,55.55555555555556,2
17454,Elijah Hughes,0,0,0,0,0,0,POR,northwest,west,,0
17455,Brandon Williams,17,4,10,3,4,3,POR,northwest,west,55.0,1
17456,Keon Johnson,20,8,15,4,6,3,POR,northwest,west,66.66666666666667,4
17457,Ben McLemore,12,4,9,2,6,0,POR,northwest,west,55.55555555555556,2
